Company Name,Factory Address,Principal Exportable Product
Fashion Products Ltd.,"79, Agrabad C/A, Jahan Building No. 3
Chittagong","Children Wears
											 ,Active Wears											,Jackets											,Trousre"
Fashion Skirt & Trousers Ltd.,"Choydana,
Gazipur
K.B. Bazar","Trousers
											 ,Skirts"
Fashion Step Ltd.,"16/3, Shataish, Tilagati Road,
Gazipur
Gazipur","Shirts
											 ,Pants											,Boys Shirt											,Blouse"
Fashion Store Ltd.,"81, Kalmessar, Jalal Shopping Complex (3rd-5th Floor)
Gazipur
Board Bazar","Wind Breakers
											 ,Jogging Suits											,Long Pants"
Fashion Toys Ltd.,"39, Imandipur,
Dhaka
Savar","Trousers
											 ,Jackets											,Bra"
Fashion Trousers Ltd.,"Chaydana,
Gazipur
Gazipur","Trousers
											 ,Shorts"
N/A,N/A,N/A
N/A,N/A,N/A
Fashion Watch Ltd.,"1293, D.T Road, Dhanialaoara
Chittagong","Jackets
											 ,Trousers"
Fashion Zone Ltd.,"22, Bijoy Nagar (3rd floor),
Dhaka
Dhaka",Shirts
Fashion.Com Limited,"Durgapur, Ashulia
Dhaka
Savar","Jackets
											 ,Pants											,Skirts"
Fashions Designs Ltd.,"Rahmat Tower, Chandona Chowrasta
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Fashions Mart Ltd.,"Plot # 1/1, 1/3, Block - K, Section # 1
Dhaka
Mirpur","Blouses
											 ,Jackets											,Trousers"
Fashions Suits And Trousers Ltd.,"Chandona,
Gazipur
Gazipur","Blazers
											 ,Trousers											,Suits											,Shorts"
N/A,N/A,N/A
Fashions Support Ltd.,"Baniarchala, Bhabanipur
Gazipur
Gazipur Sadar","T-Shirts
											 ,Pants"
Fashrobe Garments Ltd.,"Malibag Super Market (2nd floor), 468 DIT Road
Dhaka
Malibagh","Shirts
											 ,Ladies Blouses											,Children Wears"
Fast Jacquard Industries Ltd.,"Bashon Sharak,
Gazipur
Vogra",Sweater
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Fatullah Apparels,"Post Office Road,
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts"
Fatullah Dyeing & Calendering Mills Ltd.,"Post Office Road,
Narayanganj
B. Baria","Kids Items
											 ,Trousers											,T-Shirts											,Polo Shirts"
Favourite Garments Ltd.,"Kalma # 1,
Dhaka
Savar","Ladies Blouses
											 ,Infants Wears											,Skirts											,Dresses"
Favourite Knit Wears Ltd.,"Barabo, Tarabo
Narayanganj
Rupganj","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
Fawn Wear Ltd.,"39, Kuturia,
Dhaka
Savar","Sweaters
											 ,Pullovers											,Cardigans"
Fay-Max Sweater Composite Ltd.,"Nowpara,
Narsingdi
Madhabdi",Sweater
FB Excellence Fashion Co. Ltd.,"Lucky Plaza, Shimultala, Ashulia
Dhaka
Savar","Shirts
											 ,Pants"
FCI (BD) Limited,"Plot # 36-39, DEPZ, Ganakbari, Savar
Dhaka
Dhaka","Blouse
											 ,Blazers											,Skirts											,Trousers"
N/A,N/A,N/A
Federal Garments Ltd.,"Haji Abdus Samad Super Market (4th Fl), 123/1/A, South Jatrabari
Dhaka
Dhaka","Pant
											 ,Ladies Shirts											,Short/Long Pants											,Trousers"
Feiyue Fashions Ltd.,"S.A. Plot # 47, Technagapara
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Ladies Wear"
Fergasam (Bangladesh) Ltd.,"SFB, SF-3 (1st - 3rd floor),
Chittagong
CEPZ","Shirts
											 ,Jackets											,Pants"
Feroja Apparels,"177/1, 178, South Bishil, Section # 1
Dhaka
Mirpur","Trousers
											 ,T-Shirts											,Polo Shirts											,Boxers"
Feroza Garments Ltd.,"Sultan Mansion, 3, Sujat Nagar, Section # 12
Dhaka
Mirpur","Shirts
											 ,Pants											,Trousers											,Shorts"
FGS Denim Wear Ltd.,"Katgora Bazar, Zirabo
Dhaka
B. Baria","Jackets
											 ,Denim Pants											,Denim Shirts"
Fiat Fashion Ltd.,"878-879, Sharifpur
National University
Gazipur","T-Shirts
											 ,Polo Shirts											,Tank Tops"
N/A,N/A,N/A
Figo Apparels Ltd.,"Plot # B-62, 63 & S-21 P (1st Floor), BSCIC I/E
Chittagong
Kalurghat","Panties
											 ,Bra"
Fija Fashions Apparels Ltd.,"147, Chand Meah Lane,
Chittagong
Khatungonj","Shirts
											 ,Jackets											,Pants											,Trousers"
Fin Fashion Ltd.,"10/A, Bondmala Road, Haji Market, Dutta Para
Gazipur
Tongi","Shirts
											 ,Ladies Blouses											,Polar Fleece Shirts											,Pajama Sets"
Fin-Bangla Apparels Ltd.,"29,Gareb-E-Newaz Avenue, Sector-11,Uttara,Dhaka-1230
Gazipur
B. Baria","Shirts
											 ,Pants"
Fine Crafts Ltd.,"24/Ka, Saheed Minar Road (4th Floor),
Dhaka
Kallyanpur","Shirts
											 ,Blouses											,Dresses"
Finesse Apparels Ltd.,"Plot # 103/104, Sector # 3,
Chittagong
KEPZ","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Finnkoli Apparels Ltd.,"Plot # 18-20, Road # 11, Shyampur I/A
Dhaka
Kadamtoli","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
First Wear Ltd.,"68/Y, Sagarika Road,
Chittagong
Pahartali","Jackets
											 ,Long Pants											,Jogging Suits											,Shorts"
Firststep Apparels (Pvt.) Ltd.,"House # 77, Road # 1, Block # A, Word # 7, Ahalia
Dhaka
Turag","T-Shirts
											 ,Poo Shirts"
Fit Well Sweater (Pvt.) Ltd.,"Nazma Ahmed Complex (4th Fl), 224/N, Dighirpar
Chittagong
Dewanhat",Sweaters
N/A,N/A,N/A
Five Star Fashions Ltd.,"Sunrise Shopping Complex, 11, C.D.A Market
Chittagong
Pahartali","Jackets
											 ,Overalls											,Trousers											,Shorts"
N/A,N/A,N/A
N/A,N/A,N/A
Flamingo Fashions Ltd.,"Sardagonj,
Gazipur
Kashimpur","Jackets
											 ,Tank Top											,T-Shirts											,Polo Shirts"
Flamingo Knit Wear Ltd.,"140, Deoyan Hat, 2 No. Rel Gate,
Chittagong
Double Mooring","Jackets
											 ,Pants											,Overalls"
Flash Apparels Ltd.,"118/2 No Kathaldia,
Gazipur
Tongi","Jackets
											 ,Jogging Suit"
Flaxen Dress Maker Ltd.,"Meghduby, Ward # 40, Gazipur City Corporation,
Gazipur
Gazipur","T-Shirts
											 ,Baby Item											,Jacket											,Pant"
Florence Fabrics Ltd.,"Rahman Bhaban (3rd Floor), 100, Mohakhali C/A
Dhaka
B. Baria","Shirts
											 ,Ladies Blouses											,Boys Shirts											,Babies Shirts"
Florence Fashions Ltd.,"284, Ibrahimpur (3rd, 4th & 5th Floor),
Dhaka
Cantonment","Shirts
											 ,Blouses"
Florence Shirts Ltd.,"40/3, Anowar Jong Road, Block-D, Chara Bagh, Ashulia
Dhaka
Savar","Shirts
											 ,Pants"
Florescent Apparels Ltd.,"81, Barabagh, Section # 2
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Tank Top											,Sweat Shirts"
Floret (Pvt.) Ltd.,"Kunia, Targach,
Gazipur
National University","Girl's Wears
											 ,Childern Wears"
Floret Fashion Wears (Pvt) Ltd.,"Kunia, Targach,
Gazipur
National University","Girl's Wears
											 ,Children Wears"
N/A,N/A,N/A
N/A,N/A,N/A
Fontina Fashions Ltd.,"97, DIT Road,
Dhaka
Rampura","Shirts
											 ,Blouses											,Dresses"
N/A,N/A,N/A
Formosa Healthcare Inds. Ltd.,"Baniar Chala, Vhabanipur
Gazipur
Gazipur Sadar","Shirts
											 ,Pants"
Fortis Garments Ltd.,"Holding # 100/1 (1st-6th floor), Block-B, Chandura, Shafipur
Gazipur
Gazipur","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Fortune Apparels Ltd.,"135/142, Nasirabad I/A,
Chittagong","Shirts
											 ,Jackets											,T-Shirts											,Pants"
Fortune Fashion Ltd.,"Jahan Building No. 2,, 28 Agrabad C/A
Chittagong
Agrabad","Shirts
											 ,Pajama Sets											,Swim Suits"
N/A,N/A,N/A
Fountain Garments Manufacturing Ltd.,"61-62, Baipail,
Dhaka
Dhaka","Shirts
											 ,Blouses											,Skirts"
Four Brothers Fashion,"66-68, Hazi Dil Mohammadpur Avenue, Main Road, Dhaka Uddyan
Dhaka
Mohammadpur","Shirts
											 ,Dress											,Jackets											,Pants"
N/A,N/A,N/A
Four Design (Pvt.) Ltd.,"Plot # B-359-360,, BSCIC I/A,
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts"
Four H Apparels Ltd.,"295, Jalalabad,
Chittagong
Hathazari Road","T-Shirts
											 ,Polo Shirts"
Four H Fashions Ltd.,"778, DT Road, Ashkarabad
Chittagong
Double Mooring","Sleep Wears
											 ,Underwears											,Panties"
Four H Intimates Ltd.,"1154, Dt Road, West Dhanialapara
Chittagong","T-Shirts
											 ,Sleep Wears											,Thermal Sets											,Shelf Cami"
Four H Knittex Ltd.,"257/A, M.Q. Plaza, Fakirhat Road
Chittagong","T-Shirts
											 ,Panties											,Underwears											,Bra"
Four H Lingerie Ltd.,"BRTC Bus Dipo, Baluchara
Chittagong","Underwears
											 ,Sports Bra											,Panties											,Briefs"
Four Knit Wear Ltd.,"Pathantuli,
Narayanganj
Godnail","T-Shirts
											 ,Polo Shirts"
Four Wings Limited,"Plot # M/2, Main Road # 1, Section # 7
Dhaka
Dhaka","Jackets
											 ,Trousers											,Pants											,Skirts"
Frank Apparel Limited,"Upahar Complex, CDA Plot # 10, Agrabad C/A
Chittagong
Agrabad","Denim Pants
											 ,Ladies Dress											,Child Dress"
Frank Garments (Pvt.) Ltd.,"105, agrabad C/A, Hossin Chamber (5th floor)
Chittagong
Agrabad","Dress Pants
											 ,Ladies Dress											,Putter Pants"
Fresh Fashion Wear Ltd.,"638, Sharifpur, National University
Gazipur
Gazipur","Men's Shirts
											 ,Ladies Shirt											,Ladies Blouse"
Friends and Friends Apparels (Pvt) Ltd.,"Mehedi Supper Market (2nd Floor), 754/827, Mehedibagh
Chittagong
Kotawali","Jackets
											 ,Trousers											,Jogging Suits"
N/A,N/A,N/A
Friends Fashion,"42/A, Zigatola,  Salek Garden (2nd Floor),
Dhaka
Dhanmondi","Shirts
											 ,Dresses											,Trousers"
Friends Knit Wear & Accessories Ltd.,"Plot # B-6 (Part), B-7 (Part), BSCIC Industrial Estate
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts"
Friends Knittings Ltd.,"66/3/A East Hazipara, D.I.T Road
Dhaka
Rampura","Jackets
											 ,Pants											,Shorts Pants											,Swim Trunks"
Friends Stylewear Ltd.,"411, Mazukhan,
Gazipur
Pubail","Blouses
											 ,Jackets											,T-Shirts											,Polo Shirts"
Friends World Composite Inds. Ltd.,"Balitha, Bathuli,, PO-Shablishar
Dhaka
Dhamrai","Shirts
											 ,Shorts											,T-Shirts											,Tank Tops"
N/A,N/A,N/A
FRM Fashion House Ltd.,"226, Singair Road, Hemayetpur
Dhaka
Savar","Jackets
											 ,T-Shirts											,Polo Shirts											,Vests"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Fuji Knitwears Ltd.,"8, Rajuk Plot, B.B. Road
Narayanganj
Chashara","Sweaters
											 ,Ladies Sweaters"
Full Way Garments (Pvt.) Ltd.,"South Panishail,
Gazipur
Zirani","Shirts
											 ,Pants"
Fullcharm Fashion Knitters Ltd.,"Plot # 1175 & 1179, Bhasan Sarak, Vogra, National University
Gazipur",Sweaters
Fullcharm Fashion Knitters Ltd.(U-2),"31/1, Hossain Market, Dattapara
Gazipur
Tongi",Sweaters
Fulpur Knit & Garments Ltd.,"2/1, Fakir Market, Baro Dewra
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Fun Factory Ltd.,"Haji Rafiz Uddin Tower, Ashulia EPZ Road
Dhaka
Savar","Pants
											 ,Trousers											,T-Shirts											,Polo Shirts"
Future Apparels BD Ltd.,"East Anayetpur, Baganbari Road
Gazipur
Kashimpur","T-Shirts
											 ,Polo Shirts"
Future Clothing Ltd.,"75, Ibrahimpur,
Dhaka
Cantonment","Shirts
											 ,Knit Items"
Fyne Sweaters Ltd.,"Dager Chala, National University,
Gazipur
Joydevpur","Sweaters
											 ,Pullovers											,Poncho											,Cardigans"
G.A.B Ltd.,"Palashbari, Ashulia
Dhaka
Savar",T-Shorts
G.R. Apparels Ltd.,"1293, Dhaka Trank Road,
Chittagong
Dhaniala Para","Infants Wears
											 ,Knit Items"
Galaxy Stitch Ltd.,"Plot # A-102, BCSIC I/A
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts"
Galaxy Sweaters & Yarn Dy. Ltd.,"Vadam, Nishat Nagar,
Gazipur
Tongi",Sweaters
Gallant Fashions Ltd.,"37, Nasirabad I/A,
Chittagong","Shirts
											 ,Shorts											,T-Shirts"
N/A,N/A,N/A
Galpex Ltd.,"Momota Shapping Complex (5th & 6th Fl), 24, North Kafrul
Dhaka
Cantonment","Jackets
											 ,Ladies Pants											,Pants"
Gardenia Wears Ltd.,"310/668, Sitpara, Bormi
Gazipur
Sreepur","Shirt
											 ,Pant"
Garib & Garib Co. Ltd.,"Vogra,
Gazipur
Joydevpur","Pullovers
											 ,Cardigans"
Garib & Garib Co. Ltd. (Unit-2),"Vogra,
Gazipur
Joydevpur","Pullovers
											 ,Cardigans"
N/A,N/A,N/A
Garments Export Village Ltd.,"Maa Tower, 128, KBM Road
Gazipur
Tongi","Shirts
											 ,Pants											,Jacquard Sweater"
Garments Home (Pvt) Ltd.,"2341/2615, Bancha Mear Road, West Nasirabad
Chittagong
Pahartali","Kids Items
											 ,Jogging Suits											,Shorts"
Garmex Limited,"50, Airport Road, Tejkunipara
Dhaka
Tejgaon","Shirts
											 ,Blouses											,Skirts"
Gartex Garments Ltd.,"1731, Mostafa Hakim College Road,
Chittagong
Chittagong","Jacket
											 ,Pant"
Gateway Fashion Ltd.,"Helal Market, 168/1, Uttar Khan
Dhaka
Uttara","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Gazy Knitwear,"Plot # 4, D.N. Road, Shampur
Dhaka
Kadamtoli","T-Shirts
											 ,Polo Shirts"
GDM Wear Ltd.,"House # 4, Block # B, Ward # 4, Trimohoni Main Road, Daserkandi
Dhaka
Khilgaon","Shirts
											 ,Pants											,T-Shirts											,Sweater"
Geebee Garments Inds. Ltd.,"SFB # 3 (1st & 2nd Floor), DEPZ, Ganakbari
Dhaka
Savar","Shirts
											 ,Pants											,T-Shirts											,Fleece Jackets"
N/A,N/A,N/A
N/A,N/A,N/A
Gemini Fashions (Pvt) Ltd.,"295, Jalalabad, Hathazari Road
Chittagong
Chittagong","Pants
											 ,Kids Wears											,Under Wears											,Skirts"
Gemini Garments Ltd.,"31, Mohakhali C/A,
Dhaka
Mohakhali","Shirts
											 ,Jackets											,Pants"
N/A,N/A,N/A
Gemtex Limited,"Sharifpur (Maleker Bari), National University
Gazipur
Gazipur Sadar","Trousers
											 ,Shorts											,Skirts											,Pants"
General Garments Ltd.,"76, 76/1, First Colony, Mazar Road, Gabtoli
Dhaka
Mirpur","Shirts
											 ,Wind Breakers											,Jogging Suits"
Generation Next Fashions Ltd.,"Dhonaid, Earpur
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Genesis Denim Ltd.,"Plot # 228/1, (Ground & 1st Floor), Tin Sarak,, Luxmipura,
Gazipur","Mens' Womens Long /short Pants
											 ,Shorts											,Kids Wear"
Genesis Fashion Ltd.,"126/1, Kadda Nandun, Kadda Bazar, Gazipur Sadar
Gazipur","Mens' Womens Long Pants
											 ,Womens Pants											,Shorts											,Kids Wears"
Genius Fashions Ltd.,"Nabinagar Kaliakoir Road, South Panishail
Gazipur
Zirani","Knit Items
											 ,Trousers"
GH Haewae Co. Ltd.,"Plot # 19 - 24, Sector # 8
Chittagong
CEPZ","T-Shirts
											 ,Outerwears											,Pants											,Top & Bottom"
Giant Apparels Ltd.,"Shahid Rowshan Sarak, Chandana
Gazipur
Joydevpur","Polo Shirts
											 ,Fleece Jackets											,Shorts"
Giant Garment Inds.(Pvt) Ltd.,"Sena Kalayan Commercial Complex (5th Fl), Plot # 9, Block-F (North & S)
Gazipur
Tongi","T-Shirts
											 ,Pants											,Polo Shirts											,Knit Top"
Giant Knit Fashions Ltd.,"Shahid Rowshan Sarak, Chandana
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts											,Pajama Sets"
Giant Textiles Ltd.,"Baniarchala, Mahona, Mouza # 3
Gazipur
Vabanipur","T-Shirts
											 ,Polo Shirts											,Fleece Jackets"
Gimex Clothing Ltd.,"Dhonaid, Zirabo
Dhaka
Ashulia","T-Shirts
											 ,Pants"
Gitano Apparels Ltd.,"59, 59/1, Tipu Sultan Road,
Dhaka
Sutrapur",Knit Items
Givensee Garments Ltd.,"Hotapara,
Gazipur
Gazipur","Denim Jackets
											 ,Curderoy											,Twill"
GK Garments Ltd. (U-2),"89, Berulia Road, Tati
Dhaka
Savar","Shirts
											 ,Jackets											,Polo Shirts											,Pants"
Glamour Apparel (BD) Ltd.,"Borabo, Sakassh0r
Gazipur","T-Shirts
											 ,Polo Shirts"
Glare Fashion Ltd.,"56, Gosaildanga,
Chittagong
Double Mooring","Cardigans
											 ,Pullovers"
Glaze Knitwear Ltd.,"148, Choydana, National University
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts											,Payjama"
Global  Attire Ltd.,"Khejurtek, Mirzanagor, Ashulia
Dhaka
Savar","Caps
											 ,Hats"
Global Apparels Ltd.,"49, NP Kalurghat Heavy Industrial Area,
Chittagong","Shirts
											 ,Jackets											,Trousers"
Global Fashion Garments Ltd.,"89, Berulia Road, Tati Savar
Dhaka
Savar","Tops
											 ,Bottoms"
Global Garments Ltd.,"11, Kalurghat, H/Industrial Area
Chittagong","Shirts
											 ,Swim Wears											,Shorts"
Global Knittwear Ltd.,"3/4-A, Darail, Shataish
Gazipur
Gazipur","Sweaters
											 ,Pullovers											,Cardigans"
Global Merchants Ltd.,"Baimail, Konabari
Gazipur
Gazipur","Ladies Cardigans
											 ,Pullovers											,Jersey"
Global Nassa Wear Ltd.,"4, Taybpur, Nischintopur, Zirabo, Ashulia
Dhaka
Savar","Shirts
											 ,Pants											,Trousers											,Shorts"
Global Outerwear Ltd.,"89, Berulia Road, Tati
Dhaka
Savar","Shirts
											 ,Jackets											,Pants											,Polo Shirts"
Global Shirts Ltd.,"49(N/P), Kalurghat Inds. Estate, (3rd Floor)
Chittagong","Shirts
											 ,Jackets											,Swimwears"
Global Specialised Garments Ltd.(U-2),"91, Sadarghat Road,
Chittagong","Cardigans
											 ,Pullovers											,Sweaters											,Vests"
N/A,N/A,N/A
Global Woven Wear Ltd.,"71/B, Malibagh Chowdhury Para, (5th & 6th Fl)
Dhaka","Shirts
											 ,Jackets											,Pants											,Shorts"
Globus Garment Ltd.,"C/35, Section # 7, Mirpur Super Market
Dhaka
Mirpur","Shirts
											 ,Blouses											,Infants wear"
N/A,N/A,N/A
Glorious Apparels Ltd.,"College Road, Tenguri, Ashulia
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Glorious Sun Fashion Garments Ltd.,"Hosain Plaza-01, Dewan Idris Road, zirabo, Ashulia
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts											,Hoody											,Boxer"
N/A,N/A,N/A
Glory Fashion Wear Ltd.,"Chhaydana, Dagerchala Road, National University
Gazipur
Gazipur Sadar","Jackets
											 ,Pants											,Shorts											,Skirts"
Glory Fashions Ltd.,"House # 60 (1st Floor), Road # 4/A, Old DOHS
Dhaka
Banani","Jackets
											 ,Pants											,Barmuda"
Glory Industries Ltd.,"Plot # 46-48,
Chittagong
CEPZ",Bottoms
N/A,N/A,N/A
N/A,N/A,N/A
GMS Composite Knitting Ind. Ltd.,"Shardaganj,
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirt											,Sweet Shirt											,Tops"
Goal Line Knit Wear Ltd.,"House # 336, Road # 5, DOHS
Dhaka
Baridhara","T-Shirts
											 ,Polo Shirts"
Gold Land International Ltd.,"Landmark Complex, Shadhur Para, Baro Ashulia
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Gold Mart Apparels (Pvt) Ltd.,"1643, Manik Market (4th Floor),
Chittagong
Asadganj","Shirts
											 ,Pants											,Jackets"
Gold Star Apparels (Pvt) Ltd.,"1643, Asadgonj, Manik Market (2nd Floor), Osman Monzil
Chittagong
Asadgonj","Shirts
											 ,Pyjama Sets											,Pants"
Gold Star Design Ltd.,"120, East Tejturi Bazar,
Dhaka
Tejgaon","Jackets
											 ,Denim											,Trousers											,Pants"
Gold Star Fashions Ltd.,"Plot # A-112, 113 (West Side)BSCIC Inds Estate,
Gazipur
B. Baria","Shirts
											 ,Jackets											,Pants											,Ladies Dresses"
Golden Ducks Apparels Ltd.,"33, Darus Salam Road, Section # 1
Dhaka
Mirpur","Jackets
											 ,Jogging Suit											,Sports Wear"
Golden Heights Ltd.,"Plot # 49 (NP)/C, Heavy I/A
Chittagong
Kalurghat",Bottoms
Golden Horizon Ltd.,"53/b, Baizid Bostami Road,
Chittagong
Nasirabad","Fleece Jackets
											 ,Swim Wears											,Bottom											,Polo Shirts"
Golden Knit Composite Ltd.,"Ansar Road Bus Stand, Beraider Chala, Mawna
Gazipur
Sreepur","Shirts
											 ,Pants											,t-Shirts											,Polo Shirts"
Golden Rain Attires Ltd.,"Plot # 1, Lane # 9, Road # 12, Block - B, Section # 11
Dhaka
Mirpur","T-Shirts
											 ,Polo Shirts											,Fancy"
Golden Refit Garments Ltd.,"589, Shirirchala, Bhaghair Bazar
Gazipur
Babanipur","Shirts
											 ,Children Wears											,Vest"
Golden Stitch Design Ltd.,"Rajaghat, Rajfulbaria
Dhaka
B. Baria","Shirts
											 ,Pants"
Golden Thread Ltd.,"12200, Dhaka-Mymensingh Road, Gor Goria Master Bari, Gilarchala
Gazipur
Sreepur","Shirts
											 ,Jackets											,Pants"
Golden Times Sweater & Dyeing Ltd.,"Molaid, Mowna Chowrasta,
Gazipur",Sweaters
Goldstar Garments Ltd.,"Shamoly Hall Building (2nd Floor), 24/1, Khilji Road
Dhaka
Shamoli","Shirts
											 ,Boys Shirts											,Pajama Sets"
Goldtex Garments Ltd.,"Plot # 98-100, DEPZ
Dhaka
Savar","Jackets
											 ,Overalls											,Skirts"
Good Day Apparels Ltd.,"House # 79, Block - D, International  Air port Road, Chairmanbari, Banani, Dhaka-1213.
Dhaka
Dhaka","Shirts
											 ,Shorts											,Pajama Set"
Good Guys Ltd.,"J-L-12, Dag # 505, 554, Bailjury
Dhaka
Uttara",Caps & Headwears
Good Rich Sweaters Ltd.,"Palashban, Ashulia
Dhaka
Savar","Sweaters
											 ,Pullovers											,Cardigans"
Gooryong Fashions Ltd.,"Plot # 27-28, Block # B, Machimpur, Tongi I/A
Gazipur","Shirts
											 ,Blouses"
N/A,N/A,N/A
Goumati Knitwears Ltd.,"Plot # A-85, BSCIC Hosiery Ind. Estate, Shashangaon
Narayanganj
Narayangonj","Jackets
											 ,Pullovers											,T-Shirts											,Polo Shirts"
Gous Apparel Ind. Ltd.,"68/Y, Sagarica Road (1st Floor),
Chittagong
Pahartoli","Jackets
											 ,Skirts											,Overalls											,Shorts"
Gous Fashion Ind. Ltd.,"Plot # A (6 & 7), BSCIC I/E, Block - B, Sagarica Road
Chittagong
Pahartoli","Overalls
											 ,Pants											,Skirts											,Shorts"
